"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"3552","chr05","SGD","gene",255424,257371,NA,"+",NA,"ID=YER049W;Name=YER049W;gene=TPA1;Alias=TPA1;Ontology_term=GO:0003674,GO:0005634,GO:0042254,GO:0006451,GO:0000288,GO:0006402,GO:0005506,GO:0016491,GO:0016702,GO:0016706,GO:0019538,GO:0031418,GO:0046872;Note=Protein%20of%20unknown%20function%3B%20interacts%20with%20Sup45p%20(eRF1)%2C%20Sup35p%20(eRF3)%20and%20Pab1p%3B%20has%20a%20role%20in%20translation%20termination%20efficiency%2C%20mRNA%20poly(A)%20tail%20length%20and%20mRNA%20stability;dbxref=SGD:S000000851;orf_classification=Verified","YER049W"
"3554","chr05","SGD","gene",257687,258103,NA,"-",NA,"ID=YER050C;Name=YER050C;gene=RSM18;Alias=RSM18;Ontology_term=GO:0006412,GO:0005763,GO:0003735,GO:0005739,GO:0005622,GO:0005840,GO:0030529;Note=Mitochondrial%20ribosomal%20protein%20of%20the%20small%20subunit%2C%20has%20similarity%20to%20E.%20coli%20S18%20ribosomal%20protein;dbxref=SGD:S000000852;orf_classification=Verified","YER050C"
"3556","chr05","SGD","gene",258366,259844,NA,"+",NA,"ID=YER051W;Name=YER051W;gene=JHD1;Alias=JHD1;Ontology_term=GO:0005575,GO:0016577,GO:0051864,GO:0035064,GO:0005506,GO:0005634,GO:0006350,GO:0006355,GO:0008270,GO:0016491,GO:0016568,GO:0016702,GO:0046872;Note=JmjC%20domain%20family%20histone%20demethylase%20specific%20for%20H3-K36%2C%20similar%20to%20proteins%20found%20in%20human%2C%20mouse%2C%20drosophila%2C%20X.%20laevis%2C%20C.%20elegans%2C%20and%20S.%20pombe;dbxref=SGD:S000000853;orf_classification=Verified","YER051W"
"3558","chr05","SGD","gene",260073,261656,NA,"-",NA,"ID=YER052C;Name=YER052C;gene=HOM3;Alias=HOM3,SIL4,BOR1;Ontology_term=GO:0006555,GO:0004072,GO:0006566,GO:0009090,GO:0005737,GO:0042493,GO:0008152,GO:0008652,GO:0009088,GO:0016301,GO:0016597,GO:0016740;Note=Aspartate%20kinase%20(L-aspartate%204-P-transferase)%3B%20cytoplasmic%20enzyme%20that%20catalyzes%20the%20first%20step%20in%20the%20common%20pathway%20for%20methionine%20and%20threonine%20biosynthesis%3B%20expression%20regulated%20by%20Gcn4p%20and%20the%20general%20control%20of%20amino%20acid%20synthesis;dbxref=SGD:S000000854;orf_classification=Verified","YER052C"
"3561","chr05","SGD","gene",262433,263335,NA,"-",NA,"ID=YER053C;Name=YER053C;gene=PIC2;Alias=PIC2;Ontology_term=GO:0005739,GO:0006817,GO:0005315,GO:0005488,GO:0006810,GO:0016020,GO:0016021;Note=Mitochondrial%20phosphate%20carrier%2C%20imports%20inorganic%20phosphate%20into%20mitochondria%3B%20functionally%20redundant%20with%20Mir1p%20but%20less%20abundant%20than%20Mir1p%20under%20normal%20conditions%3B%20expression%20is%20induced%20at%20high%20temperature;dbxref=SGD:S000000855;orf_classification=Verified","YER053C"
"3563","chr05","SGD","gene",264647,264761,NA,"-",NA,"ID=YER053C-A;Name=YER053C-A;Ontology_term=GO:0003674,GO:0005783,GO:0008150,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20endoplasmic%20reticulum;dbxref=SGD:S000007523;orf_classification=Uncharacterized","YER053C-A"
"3565","chr05","SGD","gene",265766,267409,NA,"-",NA,"ID=YER054C;Name=YER054C;gene=GIP2;Alias=GIP2;Ontology_term=GO:0019888,GO:0000164,GO:0006470,GO:0005977;Note=Putative%20regulatory%20subunit%20of%20the%20protein%20phosphatase%20Glc7p%2C%20involved%20in%20glycogen%20metabolism%3B%20contains%20a%20conserved%20motif%20(GVNK%20motif)%20that%20is%20also%20found%20in%20Gac1p%2C%20Pig1p%2C%20and%20Pig2p;dbxref=SGD:S000000856;orf_classification=Verified","YER054C"
"3567","chr05","SGD","gene",268633,269526,NA,"-",NA,"ID=YER055C;Name=YER055C;gene=HIS1;Alias=HIS1;Ontology_term=GO:0003879,GO:0000105,GO:0005622,GO:0008652,GO:0016740,GO:0016757;Note=ATP%20phosphoribosyltransferase%2C%20a%20hexameric%20enzyme%2C%20catalyzes%20the%20first%20step%20in%20histidine%20biosynthesis%3B%20mutations%20cause%20histidine%20auxotrophy%20and%20sensitivity%20to%20Cu%2C%20Co%2C%20and%20Ni%20salts%3B%20transcription%20is%20regulated%20by%20general%20amino%20acid%20control;dbxref=SGD:S000000857;orf_classification=Verified","YER055C"
"3570","chr05","SGD","gene",270213,271814,NA,"-",NA,"ID=YER056C;Name=YER056C;gene=FCY2;Alias=FCY2,BRA7;Ontology_term=GO:0005886,GO:0015205,GO:0006863,GO:0015861,GO:0015212,GO:0015856,GO:0006810,GO:0015931,GO:0016020,GO:0016021;Note=Purine-cytosine%20permease%2C%20mediates%20purine%20(adenine%2C%20guanine%2C%20and%20hypoxanthine)%20and%20cytosine%20accumulation;dbxref=SGD:S000000858;orf_classification=Verified","YER056C"
"3572","chr05","SGD","gene",273128,273900,NA,"-",NA,"ID=YER056C-A;Name=YER056C-A;gene=RPL34A;Alias=RPL34A;Ontology_term=GO:0006412,GO:0003735,GO:0005842,GO:0005622,GO:0005840,GO:0030529;Note=Protein%20component%20of%20the%20large%20(60S)%20ribosomal%20subunit%2C%20nearly%20identical%20to%20Rpl34Bp%20and%20has%20similarity%20to%20rat%20L34%20ribosomal%20protein;dbxref=SGD:S000002135;orf_classification=Verified","YER056C-A"
"3576","chr05","SGD","gene",274456,274844,NA,"-",NA,"ID=YER057C;Name=YER057C;gene=HMF1;Alias=HMF1,HIG1;Ontology_term=GO:0005829,GO:0003674,GO:0008150,GO:0005737,GO:0005634;Note=Member%20of%20the%20p14.5%20protein%20family%20with%20similarity%20to%20Mmf1p%2C%20functionally%20complements%20Mmf1p%20function%20when%20targeted%20to%20mitochondria%3B%20heat%20shock%20inducible%3B%20high-dosage%20growth%20inhibitor%3B%20forms%20a%20homotrimer%20in%20vitro;dbxref=SGD:S000000859;orf_classification=Verified","YER057C"
"3578","chr05","SGD","gene",275489,275806,NA,"+",NA,"ID=YER058W;Name=YER058W;gene=PET117;Alias=PET117;Ontology_term=GO:0008535,GO:0003674,GO:0005743,GO:0005739;Note=Protein%20required%20for%20assembly%20of%20cytochrome%20c%20oxidase;dbxref=SGD:S000000860;orf_classification=Verified","YER058W"
"3580","chr05","SGD","gene",276339,277598,NA,"+",NA,"ID=YER059W;Name=YER059W;gene=PCL6;Alias=PCL6;Ontology_term=GO:0016538,GO:0005979,GO:0005981,GO:0000307,GO:0005634,GO:0005975,GO:0005977;Note=Pho85p%20cyclin%20of%20the%20Pho80p%20subfamily%3B%20forms%20the%20major%20Glc8p%20kinase%20together%20with%20Pcl7p%20and%20Pho85p%3B%20involved%20in%20the%20control%20of%20glycogen%20storage%20by%20Pho85p%3B%20stabilized%20by%20Elongin%20C%20binding;dbxref=SGD:S000000861;orf_classification=Verified","YER059W"
"3582","chr05","SGD","gene",278281,279867,NA,"+",NA,"ID=YER060W;Name=YER060W;gene=FCY21;Alias=FCY21;Ontology_term=GO:0015205,GO:0016021,GO:0008150,GO:0006810,GO:0015931,GO:0016020;Note=Putative%20purine-cytosine%20permease%2C%20very%20similar%20to%20Fcy2p%20but%20cannot%20substitute%20for%20its%20function;dbxref=SGD:S000000862;orf_classification=Verified","YER060W"
"3584","chr05","SGD","gene",280288,281919,NA,"+",NA,"ID=YER060W-A;Name=YER060W-A;gene=FCY22;Alias=FCY22;Ontology_term=GO:0015205,GO:0016021,GO:0008150,GO:0006810,GO:0015931,GO:0016020;Note=Putative%20purine-cytosine%20permease%2C%20very%20similar%20to%20Fcy2p%20but%20cannot%20substitute%20for%20its%20function;dbxref=SGD:S000002958;orf_classification=Verified","YER060W-A"
"3586","chr05","SGD","gene",282072,283400,NA,"-",NA,"ID=YER061C;Name=YER061C;gene=CEM1;Alias=CEM1;Ontology_term=GO:0005739,GO:0004312,GO:0006633,GO:0003824,GO:0004315,GO:0008610,GO:0016740;Note=Mitochondrial%20beta-keto-acyl%20synthase%20with%20possible%20role%20in%20fatty%20acid%20synthesis%3B%20required%20for%20mitochondrial%20respiration;dbxref=SGD:S000000863;orf_classification=Verified","YER061C"
"3588","chr05","SGD","gene",283702,284454,NA,"-",NA,"ID=YER062C;Name=YER062C;gene=HOR2;Alias=HOR2,GPP2;Ontology_term=GO:0005975,GO:0006970,GO:0000121,GO:0006114,GO:0005737,GO:0005634,GO:0003824,GO:0008152,GO:0016787;Note=One%20of%20two%20redundant%20DL-glycerol-3-phosphatases%20(RHR2%2FGPP1%20encodes%20the%20other)%20involved%20in%20glycerol%20biosynthesis%3B%20induced%20in%20response%20to%20hyperosmotic%20stress%20and%20oxidative%20stress%2C%20and%20during%20the%20diauxic%20transition;dbxref=SGD:S000000864;orf_classification=Verified","YER062C"
"3590","chr05","SGD","gene",285469,286138,NA,"+",NA,"ID=YER063W;Name=YER063W;gene=THO1;Alias=THO1;Ontology_term=GO:0003682,GO:0003723,GO:0003690,GO:0022618,GO:0016973,GO:0006351,GO:0005634,GO:0003676;Note=Conserved%20nuclear%20RNA-binding%20protein%3B%20specifically%20binds%20to%20transcribed%20chromatin%20in%20a%20THO-%20and%20RNA-dependent%20manner%2C%20genetically%20interacts%20with%20shuttling%20hnRNP%20NAB2%3B%20overproduction%20suppresses%20transcriptional%20defect%20caused%20by%20hpr1%20mutation;dbxref=SGD:S000000865;orf_classification=Verified","YER063W"
"3592","chr05","SGD","gene",286481,287998,NA,"-",NA,"ID=YER064C;Name=YER064C;Ontology_term=GO:0003674,GO:0005634,GO:0045449;Note=Non-essential%20nuclear%20protein%3B%20null%20mutation%20has%20global%20effects%20on%20transcription;dbxref=SGD:S000000866;orf_classification=Uncharacterized","YER064C"
"3594","chr05","SGD","gene",288980,290653,NA,"-",NA,"ID=YER065C;Name=YER065C;gene=ICL1;Alias=ICL1;Ontology_term=GO:0004451,GO:0006097,GO:0005575,GO:0003824,GO:0006099,GO:0008152,GO:0016829,GO:0019752;Note=Isocitrate%20lyase%2C%20catalyzes%20the%20formation%20of%20succinate%20and%20glyoxylate%20from%20isocitrate%2C%20a%20key%20reaction%20of%20the%20glyoxylate%20cycle%3B%20expression%20of%20ICL1%20is%20induced%20by%20growth%20on%20ethanol%20and%20repressed%20by%20growth%20on%20glucose;dbxref=SGD:S000000867;orf_classification=Verified","YER065C"
"3598","chr05","SGD","gene",293459,294016,NA,"+",NA,"ID=YER066W;Name=YER066W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20YER066W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000000868;orf_classification=Uncharacterized","YER066W"
"3600","chr05","SGD","gene",294883,295388,NA,"-",NA,"ID=YER066C-A;Name=YER066C-A;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20partially%20overlaps%20uncharacterized%20ORF%20YER067W;dbxref=SGD:S000002959;orf_classification=Dubious","YER066C-A"
"3602","chr05","SGD","gene",295251,295736,NA,"+",NA,"ID=YER067W;Name=YER067W;Ontology_term=GO:0008150,GO:0003674,GO:0005737,GO:0005634;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%20and%20nucleus%3B%20YER067W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000000869;orf_classification=Uncharacterized","YER067W"
"3604","chr05","SGD","gene",295425,295748,NA,"-",NA,"ID=YER067C-A;Name=YER067C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20uncharacterized%20ORF%20YER067W;dbxref=SGD:S000028748;orf_classification=Dubious","YER067C-A"
"3606","chr05","SGD","gene",296236,297999,NA,"+",NA,"ID=YER068W;Name=YER068W;gene=MOT2;Alias=MOT2,SIG1,NOT4;Ontology_term=GO:0030015,GO:0006357,GO:0005737,GO:0000289,GO:0016564,GO:0000747,GO:0000723,GO:0000175,GO:0006368,GO:0016567,GO:0004842,GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Component%20of%20the%20CCR4-NOT%20complex%2C%20which%20has%20multiple%20roles%20in%20transcription%20regulation%2C%20mRNA%20degradation%2C%20and%20post-transcriptional%20modifications%3B%20with%20Ubc4p%2C%20ubiquitylates%20subunits%20of%20the%20nascent%20polypeptide-associated%20complex%20(NAC);dbxref=SGD:S000000870;orf_classification=Verified","YER068W"
"3608","chr05","SGD","gene",298478,298910,NA,"-",NA,"ID=YER068C-A;Name=YER068C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028749;orf_classification=Dubious","YER068C-A"
"3610","chr05","SGD","gene",298588,301179,NA,"+",NA,"ID=YER069W;Name=YER069W;gene=ARG5%2C6;Alias=ARG5,6;Ontology_term=GO:0003942,GO:0003991,GO:0006592,GO:0005759,GO:0006526,GO:0045449,GO:0005739,GO:0003824,GO:0005737,GO:0006520,GO:0008652,GO:0016301,GO:0016491,GO:0016620,GO:0016740,GO:0046983,GO:0051287;Note=Protein%20that%20is%20processed%20in%20the%20mitochondrion%20to%20yield%20acetylglutamate%20kinase%20and%20N-acetyl-gamma-glutamyl-phosphate%20reductase%2C%20which%20catalyze%20the%202nd%20and%203rd%20steps%20in%20arginine%20biosynthesis%3B%20enzymes%20form%20a%20complex%20with%20Arg2p;dbxref=SGD:S000000871;orf_classification=Verified","YER069W"
"3612","chr05","SGD","gene",302101,304767,NA,"+",NA,"ID=YER070W;Name=YER070W;gene=RNR1;Alias=RNR1,SDS12,RIR1,CRT7;Ontology_term=GO:0006260,GO:0004748,GO:0005737,GO:0000723,GO:0005971,GO:0000166,GO:0003824,GO:0005524,GO:0016491;Note=Ribonucleotide-diphosphate%20reductase%20(RNR)%2C%20large%20subunit%3B%20the%20RNR%20complex%20catalyzes%20the%20rate-limiting%20step%20in%20dNTP%20synthesis%20and%20is%20regulated%20by%20DNA%20replication%20and%20DNA%20damage%20checkpoint%20pathways%20via%20localization%20of%20the%20small%20subunits;dbxref=SGD:S000000872;orf_classification=Verified","YER070W"
"3614","chr05","SGD","gene",305121,305501,NA,"-",NA,"ID=YER071C;Name=YER071C;Ontology_term=GO:0005737,GO:0008150,GO:0003674;Note=Protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%20in%20a%20punctate%20pattern;dbxref=SGD:S000000873;orf_classification=Uncharacterized","YER071C"
"3616","chr05","SGD","gene",305974,306363,NA,"+",NA,"ID=YER072W;Name=YER072W;gene=VTC1;Alias=VTC1,PHM4,NRF1;Ontology_term=GO:0042144,GO:0003674,GO:0031310,GO:0016237,GO:0033254,GO:0007034,GO:0005783,GO:0005773,GO:0006457,GO:0016020,GO:0016021;Note=Vacuolar%20transporter%20chaperon%20(VTC)%20involved%20in%20distributing%20V-ATPase%20and%20other%20membrane%20proteins%3B%20together%20with%20other%20VTC%20proteins%2C%20forms%20a%20heterotetrameric%20complex%20that%20associates%20with%20the%20SNARE%20Nyv1p%20and%20the%20V0%20sector%20of%20the%20V-ATPase;dbxref=SGD:S000000874;orf_classification=Verified","YER072W"
"3618","chr05","SGD","gene",307187,308749,NA,"+",NA,"ID=YER073W;Name=YER073W;gene=ALD5;Alias=ALD5;Ontology_term=GO:0004028,GO:0005739,GO:0019413,GO:0006118,GO:0004029,GO:0008152,GO:0016491;Note=Mitochondrial%20aldehyde%20dehydrogenase%2C%20involved%20in%20regulation%20or%20biosynthesis%20of%20electron%20transport%20chain%20components%20and%20acetate%20formation%3B%20activated%20by%20K%2B%3B%20utilizes%20NADP%2B%20as%20the%20preferred%20coenzyme%3B%20constitutively%20expressed;dbxref=SGD:S000000875;orf_classification=Verified","YER073W"
"3620","chr05","SGD","gene",309489,310390,NA,"+",NA,"ID=YER074W;Name=YER074W;gene=RPS24A;Alias=RPS24A,RPS24EA;Ontology_term=GO:0003735,GO:0006412,GO:0005843,GO:0005739,GO:0000166,GO:0005622,GO:0005840,GO:0030529;Note=Protein%20component%20of%20the%20small%20(40S)%20ribosomal%20subunit%3B%20identical%20to%20Rps24Bp%20and%20has%20similarity%20to%20rat%20S24%20ribosomal%20protein;dbxref=SGD:S000000876;orf_classification=Verified","YER074W"
"3625","chr05","SGD","gene",311626,314370,NA,"-",NA,"ID=YER075C;Name=YER075C;gene=PTP3;Alias=PTP3;Ontology_term=GO:0005737,GO:0006470,GO:0004725,GO:0000173,GO:0000750,GO:0004721,GO:0016311,GO:0016787,GO:0016791;Note=Phosphotyrosine-specific%20protein%20phosphatase%20involved%20in%20the%20inactivation%20of%20mitogen-activated%20protein%20kinase%20(MAPK)%20during%20osmolarity%20sensing%3B%20dephosporylates%20Hog1p%20MAPK%20and%20regulates%20its%20localization%3B%20localized%20to%20the%20cytoplasm;dbxref=SGD:S000000877;orf_classification=Verified","YER075C"
"3630","chr05","SGD","gene",326042,326950,NA,"-",NA,"ID=YER076C;Name=YER076C;Ontology_term=GO:0008150,GO:0003674,GO:0005624,GO:0005739;Note=Putative%20protein%20of%20unknown%20function%3B%20the%20authentic%2C%20non-tagged%20protein%20is%20detected%20in%20highly%20purified%20mitochondria%20in%20high-throughput%20studies%3B%20analysis%20of%20HA-tagged%20protein%20suggests%20a%20membrane%20localization;dbxref=SGD:S000000878;orf_classification=Uncharacterized","YER076C"
"3632","chr05","SGD","gene",326842,327241,NA,"+",NA,"ID=YER076W-A;Name=YER076W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20uncharacterized%20ORF%20YER076C;dbxref=SGD:S000028750;orf_classification=Dubious","YER076W-A"
"3634","chr05","SGD","gene",328037,330104,NA,"-",NA,"ID=YER077C;Name=YER077C;Ontology_term=GO:0005739,GO:0008150,GO:0003674;Note=Hypothetical%20protein;dbxref=SGD:S000000879;orf_classification=Uncharacterized","YER077C"
"3637","chr05","SGD","gene",330305,331840,NA,"-",NA,"ID=YER078C;Name=YER078C;Ontology_term=GO:0005739,GO:0008451,GO:0006508,GO:0004222,GO:0005759,GO:0008233,GO:0008235,GO:0016787,GO:0030145,GO:0046872;Note=Metallopeptidase%2C%20localized%20to%20the%20mitochondrial%20matrix;dbxref=SGD:S000000880;orf_classification=Uncharacterized","YER078C"
"3639","chr05","SGD","gene",332150,332310,NA,"+",NA,"ID=YER078W-A;Name=YER078W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20identified%20by%20fungal%20homology%20and%20RT-PCR;dbxref=SGD:S000028546;orf_classification=Uncharacterized","YER078W-A"
"3641","chr05","SGD","gene",332400,333032,NA,"+",NA,"ID=YER079W;Name=YER079W;Ontology_term=GO:0003674,GO:0008150,GO:0005737,GO:0005634;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000000881;orf_classification=Uncharacterized","YER079W"
"3643","chr05","SGD","gene",333377,333720,NA,"-",NA,"ID=YER079C-A;Name=YER079C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20partially%20overlaps%20uncharacterized%20ORF%20YER080W;dbxref=SGD:S000028751;orf_classification=Dubious","YER079C-A"
"3645","chr05","SGD","gene",333437,335314,NA,"+",NA,"ID=YER080W;Name=YER080W;gene=FMP29;Alias=FMP29;Ontology_term=GO:0008150,GO:0005739,GO:0003674;Note=Putative%20protein%20of%20unknown%20function%3B%20the%20authentic%2C%20non-tagged%20protein%20is%20detected%20in%20highly%20purified%20mitochondria%20in%20high-throughput%20studies;dbxref=SGD:S000000882;orf_classification=Uncharacterized","YER080W"
"3649","chr05","SGD","gene",336150,337560,NA,"+",NA,"ID=YER081W;Name=YER081W;gene=SER3;Alias=SER3;Ontology_term=GO:0004617,GO:0009070,GO:0005737,GO:0006564,GO:0008152,GO:0008652,GO:0016491,GO:0016597,GO:0016616,GO:0048037,GO:0051287;Note=3-phosphoglycerate%20dehydrogenase%2C%20catalyzes%20the%20first%20step%20in%20serine%20and%20glycine%20biosynthesis%3B%20isozyme%20of%20Ser33p;dbxref=SGD:S000000883;orf_classification=Verified","YER081W"
"3651","chr05","SGD","gene",337766,339427,NA,"-",NA,"ID=YER082C;Name=YER082C;gene=UTP7;Alias=UTP7,KRE31;Ontology_term=GO:0042254,GO:0032040,GO:0000480,GO:0000447,GO:0000472,GO:0005634,GO:0006364,GO:0030529,GO:0005730,GO:0000462,GO:0003674;Note=Nucleolar%20protein%2C%20component%20of%20the%20small%20subunit%20(SSU)%20processome%20containing%20the%20U3%20snoRNA%20that%20is%20involved%20in%20processing%20of%20pre-18S%20rRNA;dbxref=SGD:S000000884;orf_classification=Verified","YER082C"
"3653","chr05","SGD","gene",339669,340526,NA,"-",NA,"ID=YER083C;Name=YER083C;gene=GET2;Alias=GET2,RMD7,HUR2;Ontology_term=GO:0007047,GO:0003674,GO:0005783,GO:0006890,GO:0043529,GO:0006810,GO:0006888,GO:0007126,GO:0016020,GO:0016021;Note=Subunit%20of%20the%20GET%20complex%3B%20required%20for%20meiotic%20nuclear%20division%20and%20for%20the%20retrieval%20of%20HDEL%20proteins%20from%20the%20Golgi%20to%20the%20ER%20in%20an%20ERD2%20dependent%20fashion%3B%20may%20be%20involved%20in%20cell%20wall%20function;dbxref=SGD:S000000885;orf_classification=Verified","YER083C"
"3655","chr05","SGD","gene",340574,340968,NA,"+",NA,"ID=YER084W;Name=YER084W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000000886;orf_classification=Dubious","YER084W"
"3657","chr05","SGD","gene",341106,341613,NA,"+",NA,"ID=YER084W-A;Name=YER084W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028752;orf_classification=Dubious","YER084W-A"
"3659","chr05","SGD","gene",341122,341643,NA,"-",NA,"ID=YER085C;Name=YER085C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000000887;orf_classification=Uncharacterized","YER085C"
